path,type,family,purpose,inputs,outputs,imports,callers,hard_coded_paths,status,uncertainty,syntax
experiments/traqid_pretraining_v1/reports/tabular_only_multitarget_time_balanced_purged/tabular_only_rf_traqid_paper_style_T7_front_sequence_manifest_time_balanced_purged_split_time_balanced_purged,directory,TRAQID,Generated report/evaluation tree (2 files; .csv:1; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,current evidence,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/traqid_T7_engineered_baselines_chrono,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/traqid_T7_engineered_baselines_random,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/traqid_eda,directory,TRAQID,Generated report/evaluation tree (38 files; .png:19; .csv:18; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/traqid_eda/figures,directory,TRAQID,Generated report/evaluation tree (19 files; .png:19),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/traqid_eda/tables,directory,TRAQID,Generated report/evaluation tree (18 files; .csv:18),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/traqid_group_structure_analysis,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:4),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/notebooks/traqid_pm25_monthwise_plots.ipynb,ipynb,TRAQID,TRAQID PM2.5 Monthwise Plots,experiments/traqid_pretraining_v1/data/raw/traqid/TRAQID.csv\,/Users/aryansatyendrakumar/Projects/roadside-pm-visual-intelligence/experiments/traqid_pretraining_v1/data/raw/traqid/TRAQID.csv | experiments/traqid_pretraining_v1/figures/traqid_monthwise_pm25\,,,/Users/aryansatyendrakumar/Projects/roadside-pm-visual-intelligence/experiments/traqid_pretraining_v1/data/raw/traqid/TRAQID.csv,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/models/embedding_baselines/example_mean_PM25_raw_ridge_pca128_alpha100.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm/traqid_paper_resnet50_front_gap_traqid_paper_style_T7_front_sequence_manifest_split_random/best_paper_cnn_lstm_multitarget.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_split_random/best_paper_cnn_lstm_multitarget.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm/traqid_paper_resnet50_front_rear_mean_gap_traqid_paper_style_T7_front_sequence_manifest_split_random/best_paper_cnn_lstm_multitarget.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm/traqid_paper_vgg16_front_gap_traqid_paper_style_T7_front_sequence_manifest_split_random/best_paper_cnn_lstm_multitarget.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm_tabular_fusion/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T2_front_sequence_manifest_split_random_tabular_fusion/best_paper_cnn_lstm_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm_tabular_fusion/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T3_front_sequence_manifest_split_random_tabular_fusion/best_paper_cnn_lstm_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm_tabular_fusion/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T4_front_sequence_manifest_split_random_tabular_fusion/best_paper_cnn_lstm_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm_tabular_fusion/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T5_front_sequence_manifest_split_random_tabular_fusion/best_paper_cnn_lstm_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm_tabular_fusion/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T6_front_sequence_manifest_split_random_tabular_fusion/best_paper_cnn_lstm_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm_tabular_fusion/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_split_chrono_date_tabular_fusion/best_paper_cnn_lstm_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm_tabular_fusion/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_split_random_tabular_fusion/best_paper_cnn_lstm_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm_tabular_fusion/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_split_twofold_tabular_fusion/best_paper_cnn_lstm_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm_tabular_fusion/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_twofold_swapped_split_twofold_swapped_tabular_fusion/best_paper_cnn_lstm_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm_tabular_fusion/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T8_front_sequence_manifest_split_random_tabular_fusion/best_paper_cnn_lstm_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm_tabular_fusion/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T9_front_sequence_manifest_split_random_tabular_fusion/best_paper_cnn_lstm_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm_tabular_fusion_final80/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_split_random_tabular_fusion/best_paper_cnn_lstm_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm_tabular_fusion_purged_block/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_purged_block_compatible_clean_split_date_chrono_tabular_fusion/best_paper_cnn_lstm_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm_tabular_fusion_time_balanced_purged/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_time_balanced_purged_split_time_balanced_purged_tabular_fusion/best_paper_cnn_lstm_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,current evidence,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/paper_cnn_lstm_time_balanced_purged/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_time_balanced_purged_split_time_balanced_purged/best_paper_cnn_lstm_multitarget.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,current evidence,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/pm25_balanced_date_grouped_T7_gru_tabular_cv/fold_1/best_gru_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/pm25_balanced_date_grouped_T7_gru_tabular_cv/fold_1/tabular_preprocessor.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/pm25_balanced_date_grouped_T7_gru_tabular_cv/fold_2/best_gru_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/pm25_balanced_date_grouped_T7_gru_tabular_cv/fold_2/tabular_preprocessor.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/pm25_balanced_date_grouped_T7_gru_tabular_cv/fold_3/best_gru_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/pm25_balanced_date_grouped_T7_gru_tabular_cv/fold_3/tabular_preprocessor.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/pm25_balanced_date_grouped_T7_gru_tabular_cv/fold_4/best_gru_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/pm25_balanced_date_grouped_T7_gru_tabular_cv/fold_4/tabular_preprocessor.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/pm25_balanced_date_grouped_T7_gru_tabular_cv/fold_5/best_gru_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/pm25_balanced_date_grouped_T7_gru_tabular_cv/fold_5/tabular_preprocessor.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/supervised_cnn_pm25/best_mobilenetv2_front_PM2_5.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/supervised_cnn_pm25/best_mobilenetv2_rear_PM2_5.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/supervised_cnn_pm25_random_front/best_mobilenetv2_front_PM2_5.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/supervised_cnn_pm25_random_rear/best_mobilenetv2_rear_PM2_5.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/t7_embedding_gru/best_t7_embedding_gru.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/t7_embedding_gru_purged_block/best_t7_embedding_gru.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/t7_embedding_gru_random_debug/best_t7_embedding_gru.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/t7_gru_tabular_fusion_date_safe/best_t7_gru_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/t7_gru_tabular_fusion_date_safe_clipped/best_t7_gru_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/t7_supervised_front_gru_purged_block/best_t7_embedding_gru.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/t7_supervised_front_rear_concat_gru_purged_block/best_t7_embedding_gru.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/t7_supervised_front_rear_mean_gru_purged_block/best_t7_embedding_gru.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/t7_supervised_front_rear_mean_gru_tabular_fusion_purged_block/best_t7_gru_tabular_fusion.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/models/t7_supervised_rear_gru_purged_block/best_t7_embedding_gru.pt,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_1/extra_trees.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_1/extra_trees_conservative.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_1/hgb.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_1/preprocessor.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_1/random_forest.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_1/ridge.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_2/extra_trees.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_2/extra_trees_conservative.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_2/hgb.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_2/preprocessor.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_2/random_forest.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_2/ridge.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_3/extra_trees.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_3/extra_trees_conservative.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_3/hgb.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_3/preprocessor.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_3/random_forest.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_3/ridge.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_4/extra_trees.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_4/extra_trees_conservative.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_4/hgb.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_4/preprocessor.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_4/random_forest.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_4/ridge.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_5/extra_trees.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_5/extra_trees_conservative.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_5/hgb.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_5/preprocessor.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_5/random_forest.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_5/ridge.joblib,model_artifact,TRAQID,Serialized trained model/checkpoint or preprocessing object; exact contents not deserialized during audit,,,,,,active or historical; uncertain,medium-high: inferred from filename/folder; producer often parameterized,n/a
experiments/traqid_pretraining_v1/pipeline_validation/scripts/01_sanity_report.py,py,TRAQID,01 sanity report,,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | pandas,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/02_tabular_baselines.py,py,TRAQID,02 tabular baselines,,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | numpy | pandas | sklearn.compose | sklearn.preprocessing | sklearn.pipeline | sklearn.metrics | sklearn.ensemble | sklearn.linear_model | scipy.stats,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/02b_split_diagnostics.py,py,TRAQID,02b split diagnostics,,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | pandas,,,validation branch,medium: inferred from static code and naming,ok
